ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
1,nuukingh,Table6,Lg lacks numeral classifiers & Adj further from noun than Num,7-4,,
2,nuukingh,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
3,nuukingh,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
4,hoanhuc,Table4,Adj is not verb & Adj closer to noun than Dem,5-3,,
5,hoanhuc,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
6,hoanhuc,Table7,Adj is not verb & NAdj,8-4,,
7,hoanhuc,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
8,hoanhuc,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
9,hoanhuc,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
10,hoanhuc,Table13,Adj is not verb & NAdj & NNum,12-8,,
11,juhoanknw,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
12,juhoanknw,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
13,koranakqz,Table7,Adj is not verb & AdjN,8-3,,
14,koranakqz,Table13,Adj is not verb & AdjN & NumN,12-5,,
15,namanaq,Table1,Dem-Num-A-N,1-2,,hh:g:Hagman:Nama:1977[21]
16,namanaq,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
17,namanaq,Table4,Adj is not verb & Adj closer to noun than Dem,5-3,,
18,namanaq,Table7,Adj is not verb & AdjN,8-3,,
19,namanaq,Table10,Adjs are not verbs & RelN & AdjN,11-1,,
20,namanaq,Table13,Adj is not verb & AdjN & NumN,12-5,,
21,anihnh,Table1,Dem-Num-A-N,1-2,,hh:s:Heine:Ani[34]
22,anihnh,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
23,anihnh,Table4,Adj is not verb & Adj closer to noun than Dem,5-3,,
24,anihnh,Table5,Lg lacks numeral classifiers & Num closer to noun than Dem,6-3,,
25,anihnh,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
26,anihnh,Table7,Adj is not verb & AdjN,8-3,,
27,anihnh,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
28,anihnh,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
29,anihnh,Table13,Adj is not verb & AdjN & NumN,12-5,,
30,sandawesad,Table1,Dem-N-A-Num,1-3,"The classification of Sandawe as DemN is based on Eaton (2008). Both Steeman (2012) and van de Kimmenade (1954: 17) claim that NDem is the basic order. However, Eaton claims that the postnominal one is anaphoric, implying the prenominal one is exophoric.",hh:g:Eaton:Sandawe:2008[108];hh:g:Steeman:Sandawe;hh:s:vandeKimmenade:Sandawe
31,sandawesad,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
32,sandawesad,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
33,sandawesad,Table7,Adj is not verb & NAdj,8-4,,
34,sandawesad,Table8,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,9-4,,
35,sandawesad,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
36,sandawesad,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
37,sandawesad,Table13,Adj is not verb & NAdj & NNum,12-8,,
38,zuluzul,Table3,Adj is not verb & Adj further from noun than Num,4-4,,
39,zuluzul,Table4,Adj is not verb & Adj further from noun than Dem,5-4,,
40,zuluzul,Table7,Adj is not verb & NAdj,8-4,,
41,zuluzul,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
42,zuluzul,Table13,Adj is not verb & NAdj & NNum,12-8,,
43,rongarng,Table7,Adj is not verb & NAdj,8-4,,
44,chichewanya,Table1,N-A-Num-Dem,1-1,,hh:s:BentleyKulemekea:Chichewa[221]
45,chichewanya,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
46,chichewanya,Table4,Adj is not verb & Adj closer to noun than Dem,5-3,,
47,chichewanya,Table7,Adj is not verb & NAdj,8-4,,
48,chichewanya,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
49,chichewanya,Table13,Adj is not verb & NAdj & NNum,12-8,,
50,lambalam,Table7,Adj is not verb & NAdj,8-4,,
51,nyakyusanyy,Table1,N-Dem-Num-A,1-10,,hh:typ:Lusekelo:Nyakyusa[322]
52,nyakyusanyy,Table3,Adj is not verb & Adj further from noun than Num,4-4,,
53,nyakyusanyy,Table4,Adj is not verb & Adj further from noun than Dem,5-4,,
54,nyakyusanyy,Table5,Lg lacks numeral classifiers & Num further from noun than Dem,6-4,,
55,nyakyusanyy,Table6,Lg lacks numeral classifiers & Adj further from noun than Num,7-4,,
56,nyakyusanyy,Table7,Adj is not verb & NAdj,8-4,,
57,nyakyusanyy,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
58,nyakyusanyy,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
59,nyakyusanyy,Table13,Adj is not verb & NAdj & NNum,12-8,,
60,kikuyukik,Table4,Adj is not verb & Adj further from noun than Dem,5-4,,
61,kikuyukik,Table7,Adj is not verb & NAdj,8-4,,
62,kikuyukik,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
63,digodig,Table1,Dem-N-Num-A,1-7,,"hh:g:Nicolle:Digo[29, 81]"
64,maorecomorianswb,Table1,N-A-Num-Dem,1-1,,hh:g:Alnet:Shimaore[72-73]
65,nyamwezinym,Table7,Adj is not verb & NAdj,8-4,,
66,nyamwezinym,Table13,Adj is not verb & NAdj & NNum,12-8,,
67,kagulukki,Table3,Adj is not verb & Adj further from noun than Num,4-4,,
68,kagulukki,Table4,Adj is not verb & Adj further from noun than Dem,5-4,,
69,kagulukki,Table7,Adj is not verb & NAdj,8-4,,
70,kagulukki,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
71,kagulukki,Table13,Adj is not verb & NAdj & NNum,12-8,,
72,swahiliswh,Table1,N-Dem-A-Num,1-8,,"hh:g:Ashton:Swhaili:1977[52];eballiso2009:2696[142, 144]"
73,swahiliswh,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
74,swahiliswh,Table4,Adj is not verb & Adj further from noun than Dem,5-4,,
75,swahiliswh,Table7,Adj is not verb & NAdj,8-4,,
76,swahiliswh,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
77,swahiliswh,Table13,Adj is not verb & NAdj & NNum,12-8,,
78,benatanzaniabez,Table7,Adj is not verb & NAdj,8-4,,
79,benatanzaniabez,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
80,nkorekigacgg,Table1,N-Dem-A-Num,1-8,,hh:g:Taylor:Nkore-Kiga[55]
81,nkorekigacgg,Table5,Lg lacks numeral classifiers & Num further from noun than Dem,6-4,,
82,nkorekigacgg,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
83,nkorekigacgg,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
84,nkorekigacgg,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
85,runyankorenyn,Table1,N-Dem-A-Num,1-8,,hh:g:MorrisKirwan:Runyankore[167]
86,runyankorenyn,Table3,Adj is not verb & Adj closer to noun than Num,4-3,,
87,runyankorenyn,Table4,Adj is not verb & Adj further from noun than Dem,5-4,,
88,runyankorenyn,Table5,Lg lacks numeral classifiers & Num further from noun than Dem,6-4,,
89,runyankorenyn,Table6,Lg lacks numeral classifiers & Adj closer to noun than Num,7-3,,
90,runyankorenyn,Table7,Adj is not verb & NAdj,8-4,,
91,runyankorenyn,Table8,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,9-3,,
92,runyankorenyn,Table9,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,10-3,,
93,runyankorenyn,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
94,runyankorenyn,Table13,Adj is not verb & NAdj & NNum,12-8,,
95,hayahay,Table1,N-Num-Dem-A,1-18,,hh:phon:ElliottElliott:Berin[13]
96,hayahay,Table3,Adj is not verb & Adj further from noun than Num,4-4,,
97,hayahay,Table4,Adj is not verb & Adj further from noun than Dem,5-4,,
98,hayahay,Table7,Adj is not verb & NAdj,8-4,,
99,hayahay,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
100,hayahay,Table13,Adj is not verb & NAdj & NNum,12-8,,
101,kifuliiruflr,Table1,Dem-N-A-Num,1-3,,hh:g:VanOtterlooVanOtterloo:Fuliiru[138-139]
102,bembebmb,Table1,Dem-N-Num-A,1-7,,hh:typ:Iorio:Kibembe[64]
103,bembebmb,Table3,Adj is not verb & Adj further from noun than Num,4-4,,
104,bembebmb,Table7,Adj is not verb & NAdj,8-4,,
105,bembebmb,Table10,Adjs are not verbs & NRel & NAdj,11-4,,
106,bembebmb,Table13,Adj is not verb & NAdj & NNum,12-8,,
107,ndumunmd,Table1,N-A-Num-Dem,1-1,,biton1969[628]
